in_true,out_true
0.233325930738951,0.622013316729312
-0.239300859783119,0.627662526685176
0.956856872263341,0.613334073785142
-1.95253428078136,0.647560398126298
0.22375466896022,0.622128016577794
1.92891394150935,0.601765684778463
0.469823283178224,0.619177035460192
0.0624890936861115,0.624059093540063
1.86419355930821,0.602528652986306
2.09782174362436,0.599781175496371
-0.310260117418695,0.628507244358353
0.285866083875092,0.621383541299297
-0.0858840214364832,0.625832680801971
-1.83728867856406,0.646264962227039
0.850724376005385,0.614606520776006
-0.257166433361568,0.627875307209916
0.820905977736599,0.614964164046533
-1.00105894190764,0.636657089972817
-1.45991808421531,0.641971500316657
-0.733211775815046,0.633515197360695
-0.214392762090367,0.627365756453937
-1.28858370705975,0.639998223023346
-0.292851479738169,0.628300110974464
-2.68991258968424,0.65565029504694
1.00840766037514,0.612716372061028
0.350644296471683,0.620606774468601
0.207297857670555,0.622325210706786
0.116175203977467,0.623416570101312
1.18967137016377,0.61054683414157
-0.800769827142282,0.634310087918898
0.105766951129201,0.623541166526258
0.446355427157449,0.619458619780716
0.0223465236333416,0.62453927104894
-0.171284471489311,0.626851838494588
0.280373615522514,0.621449388017659
0.0196843204159649,0.62457110762735
0.136034762573191,0.623178796105531
-1.89049801489177,0.646864032525794
-0.32531311520925,0.628686293562454
-0.513405605750835,0.630918848684623
-1.32400931819151,0.640407363594328
0.172025743666107,0.622747767176228
1.23914377367062,0.609955495190615
-1.05465695813365,0.637282549426092
0.505063746949009,0.618754161902052
0.824144849706739,0.61492531429897
-1.49890468348099,0.64241852092284
0.607282835089749,0.61752744002907
0.358110710847643,0.620517225011657
0.887206343247097,0.61416903288699
-0.504617985280325,0.63081475186113
-0.59854121695222,0.631926211111652
0.351438965428078,0.62059724366423
0.381802524645661,0.620233051871373
0.888681937933537,0.614151339691563
-1.08436780700665,0.637628757946706
-0.0241384635022733,0.625095019124192
1.15098414718023,0.611009516573123
0.288175082989112,0.62135585903241
0.230423392740353,0.622048101003643
0.336741257423618,0.620773512977088
1.34118031175477,0.608737153221652
-0.416820363660272,0.629773566590802
0.698589516069461,0.616431688568979
0.293269388672964,0.621294782626227
0.806753100867539,0.615133932398698
-1.70158453026412,0.644729837473381
-0.907382220889747,0.635561235547557
1.28431183413636,0.609415952505716
-0.825535195329571,0.63460108433305
-0.000333611316556477,0.624810462980259
0.800178848673333,0.615212796354449
1.21810830901644,0.610206883223611
-0.0816569114240543,0.625782200829025
0.688062732200831,0.616558011008845
0.675567891321785,0.616707953592918
0.397148822010013,0.620048962830016
-0.494493228274143,0.63069478899709
-2.34479063601687,0.651908734555104
0.951904346964684,0.613393430218446
0.154117620694935,0.622962253665079
-0.560760572557049,0.631479433089107
0.469886268383243,0.619176279692282
0.967656836273605,0.613204643120432
0.537105484484679,0.618369645942415
1.18935203004106,0.610550652410855
0.136710657344406,0.623170702941523
-0.149127950906886,0.626587555936314
1.16265020502687,0.610869972764467
-1.0374703243779,0.637082116338378
-0.012020639431715,0.624950177242673
-0.633511170875707,0.632339370005191
-0.240429495931789,0.627675970856599
-0.170016561364015,0.626836717444585
0.3618605937597,0.620472248983102
